docid,actualdate,inferreddate,firstpub,recept,recordid,OCLC,author,imprint,enumcron,title,pubrev,judge,impaud,yrrev,pubname,birth,gender,nationality,othername,notes,canon,DEAD,WIND,RED,STRANGE,HALF,GREY,TIS,BETWEEN,FAITH,WOMAN,GRASS,SUDDEN,BROWN,LEST,YELLOW,SHUT,HOLLOW,MOUTH,WOMEN,NIGHTS,DUMB,WRITTEN,BLOWN,STIR,ASLEEP,I_LL,LAUGHED,NATION,HERS,SCENES,WAN,I_VE,TREASURES,KNEES,FRIENDSHIP,NAKED,PEN,STRAINS,ACHING,SITTING,YESTERDAY,GARDENS,PASSIONATE,PURSUE,WE_LL,WOULDST,CREEPING,DUSK,BROODING,UNDERNEATH,SMOTE,BREATHLESS,SAVIOUR,REIGNS,BLOWING,HARSH,COLOURED,DUSTY,VAGUE,MOANING,IMPART,JESUS,CURLED,HURRYING,SHAKEN,FOLK,BESTOW,HURT,MISSION,LONDON,BEATEN,ALIEN,DRIPPING
nyp.33433066640792,1872,1872,1870,reviewed,8657545,7115412,Jackson[COMMA] Helen Hunt[COMMA],Boston;James R. Osgood;1872.,,Verses,rev,pos,,1871,ATL,1830,f,us,,,,20,10,32,4,8,8,0,6,4,3,5,12,4,1,6,5,1,0,0,9,3,1,0,2,0,0,5,2,2,0,0,0,1,2,1,1,0,1,1,4,6,2,0,0,0,1,2,0,0,0,0,4,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
uc1.32106001950101,1870,1870,1870,reviewed,7114122,232989876,Rossetti[COMMA] Dante Gabriel[COMMA],Boston;Roberts brothers;1870.,,Poems,pub,,,1869,FR,1848,m,uk,,,y,42,35,17,7,16,10,13,59,8,27,9,6,4,7,2,7,7,24,16,5,11,5,4,4,5,12,19,0,15,0,9,1,0,5,0,8,0,1,1,5,2,1,4,0,2,3,1,3,0,1,5,2,0,1,0,1,1,3,2,0,0,2,5,0,6,5,0,0,0,8,2,3,1
uc2.ark+=13960=t1kh0gm2b,1870,1870,1870,reviewed,6155976,1683664,Myers[COMMA] F. W. H.,London;Macmillan;1870.,,Poems,rev,,pop,1870,BM,1843,m,uk,,,,6,4,2,9,2,8,0,7,8,10,1,3,0,0,0,3,1,0,4,2,8,1,1,5,0,0,0,1,0,0,0,0,0,3,0,1,1,2,1,0,0,0,1,0,0,3,0,3,0,0,2,0,0,0,4,0,0,0,0,0,0,10,0,3,3,4,0,2,1,0,0,1,0
loc.ark+=13960=t2g740m4m,1870,1870,1870,random,9559778,,Atkinson[COMMA] Mary Ellen.,Philadelphia;Lippincott;1870.,,Ivy leaves,,,,,,,,,,,,6,1,1,6,1,5,3,5,7,0,0,3,1,6,0,10,0,0,0,0,2,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,2,1,0,0,0,0,0,3,1,0,1,1,1,1,5,1,0,2,2,0,0,0,0,11,0,0,1,0,1,1,0,0,0,0,0
uc1.b274748,1870,1870,1870,random,,,Stephens[COMMA] Lydia W.,Philadelphia;Daughaday & Becker;1870.,,Heart Problems,,,,,,,f,us,,,,13,7,6,1,1,3,41,5,20,7,1,0,7,5,0,0,0,0,2,0,0,5,2,1,0,15,0,24,3,45,0,12,9,1,4,0,5,7,8,2,1,0,0,2,3,4,0,0,2,1,0,1,9,6,1,0,0,2,1,1,1,3,0,0,0,0,6,0,8,1,0,2,0
uc2.ark+=13960=t06w98f3m,1870,1870,1870,random,6611535,,Lochore[COMMA] G.,Glasgow;W.G. Blackie;1870.,,Poetical recreation,,,,,,,,,,,,19,0,0,17,2,7,18,4,9,0,1,3,1,0,2,1,2,1,0,0,0,1,0,0,0,0,0,2,0,10,1,3,2,0,1,1,0,1,1,0,1,0,0,2,1,1,0,0,1,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
nyp.33433066626338,1870,1870,1870,random,8656979,,Nash[COMMA] Gilbert[COMMA],Boston;Nichols and Noyes;1870.,,Bay leaves,,,,,,1825,m,us,,,,23,16,3,25,7,8,24,2,4,1,2,5,0,1,1,0,1,0,0,4,0,2,0,0,3,0,1,17,1,19,0,1,3,1,1,1,4,1,5,0,0,1,0,3,1,4,2,0,0,1,0,1,21,1,0,1,0,0,0,2,5,15,0,0,0,0,2,1,2,0,1,0,0
loc.ark+=13960=t80k2xx3b,1870,1870,1870,random,,,Henck[COMMA] George Lewis. [from old catalog],Baltimore;J. W. Woods[COMMA] printer;1870.,,Poems,,,,,,,m,us,,,,27,18,9,9,10,10,14,2,5,1,17,1,0,0,0,2,5,2,0,1,0,2,5,2,1,5,3,1,0,13,1,22,3,2,1,1,1,13,2,0,0,0,1,0,0,1,0,1,2,11,1,0,3,2,0,0,1,7,0,0,1,1,0,0,2,0,1,0,1,0,2,1,1
uc2.ark+=13960=t4nk3bw6g,1869,1869,1869,reviewed,7690643,13342940,Michell[COMMA] Nicholas[COMMA],London;Chapman;1869.,,Sibyl of Cornwall,rev,,,1869,ATL,1807,m,uk,,,,21,5,20,15,29,16,36,8,4,25,5,8,10,0,6,4,3,0,4,2,3,2,1,1,1,7,2,1,3,13,3,4,0,6,2,2,0,3,1,1,0,4,1,0,2,5,6,0,3,1,0,5,0,4,3,3,1,0,1,1,3,0,5,4,1,1,2,1,3,6,1,0,0
uc2.ark+=13960=t06w9c11h,1869,1869,1869,reviewed,1019969,2717531,Garnett[COMMA] Richard[COMMA],London;Macmillan and co.;1869.,,Idylls and epigrams,rev,pos,,1869,FR,1835,m,uk,,,,5,1,1,0,1,2,19,1,0,2,0,1,1,4,0,0,2,0,0,1,0,0,2,0,3,3,0,0,2,0,0,0,1,1,1,1,1,2,0,1,1,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0
uc2.ark+=13960=t76t0hr98,1869,1869,1869,reviewed,8657053,1871564,Stedman[COMMA] Edmund Clarence[COMMA],Boston;Fields[COMMA] Osgood[COMMA] & co.;1869.,,The blameless prince,rev,,,1869,ATL,1833,m,us,,,,14,21,8,10,10,4,1,9,6,12,5,8,1,1,2,1,4,5,8,0,5,0,0,0,2,0,2,1,6,1,5,0,1,1,1,0,0,0,0,0,1,2,0,0,0,0,1,0,3,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,2,1,0,2,0,0,2,0
mdp.39015051363565,1869,1869,1869,reviewed,585409,1376512,Browning[COMMA] Robert[COMMA],Boston;Fields[COMMA] Osgood[COMMA] & co.;1869.,v.1,The ring and the book,rev,,,1869,FR,1812,m,uk,,,y,28,12,19,21,37,9,2,20,17,36,2,13,2,12,3,12,2,26,10,4,6,4,3,1,3,1,5,0,24,1,1,0,0,4,3,5,10,1,0,2,2,0,3,2,0,0,2,6,0,4,0,3,1,1,1,3,2,1,0,0,0,0,2,1,2,8,4,5,0,1,6,5,0
uc2.ark+=13960=t9959d062,1869,1869,1869,reviewed,7666094,1953983,Lowell[COMMA] James Russell[COMMA],London;Macmillan and Co.;1869.,,Under the willows,rev,pos,,1869,FR,1819,m,us,,,y,19,25,15,13,35,13,41,16,25,6,7,10,5,1,9,10,9,4,0,4,11,3,7,4,1,3,5,4,1,3,2,1,0,4,1,2,2,1,1,1,2,2,1,0,0,0,0,2,2,0,2,1,0,0,4,3,0,3,6,0,1,0,2,1,0,1,1,1,0,1,1,2,0
mdp.39015004731116,1869,1869,1869,reviewed,585409,1376512,Browning[COMMA] Robert[COMMA],Boston;Fields[COMMA] Osgood[COMMA] & co.;1869.,v.2,The ring and the book,rev,,,1869,FR,1812,m,uk,,,y,36,8,29,14,30,9,1,10,42,29,2,18,5,11,5,9,1,28,3,2,5,1,2,0,3,0,12,0,4,0,1,0,0,3,3,6,3,0,0,1,2,0,1,2,1,0,2,4,0,3,1,2,1,0,0,4,1,1,0,0,0,4,0,0,0,5,1,8,2,0,3,1,0
nyp.33433076040298,1869,1869,1869,reviewed,8655517,1007050,Abbey[COMMA] Henry[COMMA],New York;A. D. F. Randolph & Co.;1869.,,Stories in verse,rev,,,1869,ATL,1842,m,us,,,,19,14,14,18,16,4,13,13,3,3,9,1,3,3,4,5,4,7,2,1,1,8,2,0,4,0,3,3,5,1,0,1,1,3,1,7,1,0,0,6,0,1,2,0,0,0,0,4,0,0,3,0,0,0,2,0,1,0,4,1,0,0,1,1,0,0,0,0,1,0,1,1,0
uc2.ark+=13960=t0vq2xh3w,1869,1869,1869,random,7691777,,Ranking[COMMA] Boyd Montgomerie Maurice[COMMA],London;Hotten;1869.,,Poems,,,,,,1841,m,uk,,,,6,9,17,4,12,6,5,9,3,5,5,3,6,8,4,1,5,2,5,1,3,1,5,2,2,0,4,0,1,0,3,0,0,2,3,0,0,0,1,1,0,0,0,0,0,1,3,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,3,1,0,3,1,0,0,2,2,1,0
uc2.ark+=13960=t3hx15z6g,1869,1869,1869,random,7675664,,Watson[COMMA] J. W.,Philadelphia;Turner Brothers & Co.;1869,,Beautiful snow,,,,,,1824,m,us,,,,18,6,4,3,4,6,2,5,5,5,0,2,8,4,3,0,2,0,0,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
nyp.33433074866819,1871,1871,1869,random,8662583,,Bickersteth[COMMA] Edward Henry[COMMA],New York;Robert Carter;1871.,,Yesterday[COMMA] to-day[COMMA] and for ever,,,,,,1825,m,uk,,,,34,18,3,18,29,4,2,5,52,8,1,14,0,7,1,4,3,10,6,6,0,9,7,1,4,0,1,5,12,8,1,0,1,5,0,12,0,4,0,1,6,2,5,0,0,0,1,0,5,24,7,1,17,0,1,2,0,0,0,2,0,22,1,1,3,0,0,0,5,0,0,2,0
uc2.ark+=13960=t9v121d4v,1869,1869,1869,random,7687707,,Ethelburga[COMMA] O. S. B.,London;Witt;1869?,,In coelo quies[COMMA] and other poems,,,,,,,,,,,,4,1,3,4,0,2,6,3,7,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,4,0,2,0,1,0,0,4,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,15,0,0,1,1,1,0,0,0,33,0,0,0,0,1,0,3,0,0,1,0
uc2.ark+=13960=t7gq6s57q,1869,1869,1869,random,9261121,,Krause[COMMA] William E. F.,San Francisco;J. Winterburn & Co.;1869.,,The sanctity of marriage,,,,,,,m,us,,,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nnc1.cr60018283,1869,1869,1869,random,8414873,,Jones[COMMA] Darius E.,Cincinnati;Church and Co.;1869.,,Songs for the new life ;,,,,,,1815,m,us,,,,34,13,2,7,6,0,115,6,124,0,5,4,2,16,1,3,0,1,0,1,1,1,1,2,10,74,0,10,0,18,0,11,6,2,6,1,4,17,2,1,0,1,0,14,28,8,0,0,0,1,0,1,295,39,0,0,0,0,0,0,36,410,0,0,1,0,11,0,3,0,1,0,0
nyp.33433066625637,1869,1869,1869,random,,,Peffer[COMMA] William Alfred[COMMA],Clarksville[COMMA] Tenn.;Buck & Neville;1869.,,Myriorama,,,,,,1831,m,us,,,,20,8,6,4,8,5,25,13,15,11,5,3,2,6,1,2,4,3,12,2,0,6,0,1,0,4,1,51,2,5,0,16,1,0,4,0,3,0,5,0,0,0,1,1,27,3,1,0,0,0,0,0,0,2,0,0,1,6,0,1,1,1,0,0,0,0,1,1,2,0,1,0,4
loc.ark+=13960=t0tq6gq3d,1868,1868,1868,reviewed,8889221,3009632,Larcom[COMMA] Lucy[COMMA],Boston[COMMA] Mass.;Fields[COMMA] Osgood & Co.;1869[COMMA] c1868.,,Poems,rev,,,1868,ATL,1824,f,us,,,,17,27,19,11,11,9,6,6,7,14,10,5,5,1,4,12,2,1,10,2,6,3,0,6,5,0,0,7,1,0,0,0,2,0,0,0,0,0,0,4,5,1,1,1,0,2,1,3,3,6,0,5,2,1,0,1,0,2,3,0,3,1,1,5,3,1,0,0,0,0,1,0,2
njp.32101068176328,1868,1868,1868,reviewed,8969013,3440197,Cary[COMMA] Alice[COMMA],Boston;Ticknor & Fields;1868.,,A lover[APOSTROPHE]s diary,pub,,,1867,ATL,1820,f,us,,,,13,19,33,7,9,12,1,5,4,3,16,2,15,5,9,3,3,6,0,2,2,1,5,3,2,1,0,0,1,0,1,3,0,3,2,1,0,0,3,4,5,2,0,1,0,0,4,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4
mdp.39015048398518,1868,1868,1868,reviewed,907691,2486355,Newman[COMMA] John Henry[COMMA],London;Burns[COMMA] Oates;1868.,,Verses on various occasions,rev,,,1870,BM,1801,m,uk,,,y,15,3,6,13,2,4,23,5,38,1,3,12,1,23,0,1,0,2,2,2,1,1,0,2,0,0,0,0,0,6,1,0,1,1,0,0,0,0,0,0,2,1,2,3,0,6,1,1,1,0,1,3,9,2,0,1,1,0,0,0,4,4,0,2,0,0,2,0,2,0,0,0,0
nyp.33433074819172,1868,1868,1868,reviewed,8656844,10339406,Wright[COMMA] William Bull[COMMA],Boston;Adams & Company;1868.,,Highland rambles: a poem,rev,,,1868,ATL,1840,m,us,,,,1,16,1,11,29,9,1,4,15,3,4,8,2,6,3,1,4,0,1,0,1,0,5,6,6,0,14,0,4,1,3,0,0,1,1,3,0,6,1,1,0,6,6,3,0,2,0,5,0,2,5,3,1,0,1,2,0,0,0,2,2,0,0,0,1,2,0,0,0,0,0,3,0
loc.ark+=13960=t00z7rp24,1868,1868,1868,random,9592260,,,San Francisco;C. P. Kimball [etc.;1868,,The San Francisco fairy,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
uc2.ark+=13960=t9f47r02d,1868,1868,1868,random,7687303,,Earle[COMMA] John Charles[COMMA],London;Burns[COMMA] Oates;1868.,,Maximilian,,,,,,1850,m,uk,,,,1,0,2,3,5,0,3,1,7,0,0,1,1,2,0,0,2,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
loc.ark+=13960=t20c5r23g,1868,1868,1868,random,9560933,,Palmer[COMMA] James Croxall[COMMA],New York;D. Van Nostrand;1868.,,Antarctic mariner[APOSTROPHE]s song,,,,,,1811,m,us,,,,8,14,1,1,3,2,3,5,0,0,0,1,0,1,0,2,3,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
wu.89099755217,1867,1867,1867,reviewed,9182552,45498701,Holland[COMMA] J. G.,N.Y.;Charles Scribner & Co.;1867.,,Kathrina,rev,,,1867,ATL,1819,m,us,,,,13,4,1,20,16,2,7,29,15,31,5,6,3,2,1,7,1,1,4,1,8,2,3,4,1,6,6,1,3,8,0,5,0,6,0,0,4,2,0,1,0,0,1,0,1,0,2,2,2,3,2,3,1,0,0,1,0,0,4,0,1,2,0,0,1,2,3,1,3,0,1,1,2
uc1.b155380,1867,1867,1867,reviewed,6634084,1357599,Arnold[COMMA] George[COMMA],Boston;Ticknor and Fields;1867.,,Poems grave and gay,rev,,,1867,WR,1834,m,us,,,,10,17,12,5,13,7,6,5,5,5,9,3,10,0,2,0,2,2,2,1,1,0,1,0,2,0,0,7,1,3,2,0,0,2,2,3,3,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,1,2,4,0,2,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
dul1.ark+=13960=t75t4h116,1867,1867,1867,reviewed,7506105,2657446,Arnold[COMMA] Matthew[COMMA],London;Macmillan and Co.;1867.,,New poems,rev,pos,,1867,FR,1822,m,uk,,,y,26,20,9,5,10,13,31,2,5,2,14,4,6,0,6,2,2,2,1,3,6,1,1,1,1,1,0,0,1,1,2,0,0,1,0,5,2,3,1,2,3,0,3,1,0,2,0,1,2,1,1,1,0,0,2,4,0,2,1,0,1,0,0,2,1,1,2,4,0,0,0,0,0
loc.ark+=13960=t8cg05x2c,1867,1867,1867,reviewed,9583025,20717720,Calvert[COMMA] George Henry[COMMA],New York;G.W. Carleton & Co.;1867.,,Ellen: a poem for the times,rev,pos,,1869,ATL,1803,m,us,,,,3,3,0,3,2,0,2,1,1,12,1,7,0,0,0,0,0,0,1,0,0,1,1,1,2,0,0,0,1,0,2,0,0,2,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nyp.33433075741730,1867,1867,1867,reviewed,8658041,2795560,Taylor[COMMA] Bayard[COMMA],Boston;Ticknor and Fields;1867.,,The picture of St. John,rev,,,1867,FR,1825,m,us,,,,17,6,7,8,21,9,1,10,14,22,2,8,2,4,6,1,7,4,1,0,5,2,4,5,1,0,2,0,3,1,1,0,0,0,0,5,0,0,1,0,0,6,3,2,0,2,1,2,2,2,5,2,1,1,0,1,1,2,1,0,0,0,2,2,2,1,1,2,0,0,0,1,1
loc.ark+=13960=t6m046h55,1867,1867,1867,random,9595275,,[Cameron[COMMA] Hugh],Washington;1867,,The troublesome trio,,,,,,,,,,genre unclear,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
loc.ark+=13960=t3320dh5b,1867,1867,1867,random,9589213,,[D[APOSTROPHE]Arusmont[COMMA] William E. Guthrie] [from old catalog],Philadelphia;J.A. Bancroft and co.;1867.,,The betrothed,,,,,,,,,,,,0,4,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,5,0,1,0,0,2,1,0,0,0,2,3,0,2,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,1,0,0,1,0,5,0,0,0,0,0,1,0,0,0,0,1
nyp.33433075809081,1867,1867,1867,random,7665283,,MacEuen[COMMA] Malcolm.,Philadelphia;Mason & Co.;1867.,,A mosaic from Italy,,,,,,1833,m,us,,birthdate estimated,,2,3,0,3,2,5,4,2,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,1,1,1,0,0,0,0,3,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
nyp.33433076020795,1867,1867,1867,random,1907997,,Wentworth[COMMA] May.,San Francisco.;Pacific publishing co.;1867.,,Poetry of the Pacific,,,,,,,,,,anthology[COMMA] but allowed since authors recent and all obscure,,41,22,26,20,18,12,52,10,8,11,6,6,11,3,8,4,4,5,1,3,4,5,3,0,3,20,2,12,0,8,4,15,7,1,2,2,5,3,11,1,2,5,1,0,4,0,5,0,2,1,1,1,1,0,0,1,1,1,2,2,2,0,1,1,2,3,2,0,0,0,0,0,1
loc.ark+=13960=t6zw1zm9g,1867,1867,1867,random,9605328,,Cox[COMMA] Sandford C.,Cincinnati;The author;1867.,,The evangelist[COMMA] and other poems,,,,,,1811,m,us,,,,8,9,3,4,9,0,7,1,3,4,6,2,0,1,1,1,1,2,2,0,1,3,0,1,4,0,2,11,0,4,0,0,1,2,5,1,1,9,0,1,0,0,0,0,2,1,1,0,0,1,0,0,1,0,1,2,2,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1
uc2.ark+=13960=t40r9pj9p,1867,1867,1867,random,,,Sawers[COMMA] Eliza.,Edinburgh;J. Maclaren;1867.,,Under a cloud,,,,,,,f,uk,,,,35,13,1,0,0,0,79,3,43,0,2,4,0,6,1,1,1,0,0,2,0,1,0,0,20,18,0,1,3,6,0,1,5,0,5,0,1,4,9,0,1,0,0,11,17,2,0,0,0,0,0,0,60,13,0,3,0,0,0,0,16,339,0,0,0,0,3,0,2,0,0,4,0
uc1.b166111,1866,1866,1866,reviewed,6641605,5318058,Coloney[COMMA] Myron.,St. Louis;The Author;1866.,,Manomin,rev,,,1867,ATL,,,,,obscure,,48,6,19,19,12,2,43,12,11,9,5,6,11,1,3,6,9,1,2,2,0,2,0,3,1,10,2,5,1,6,1,8,6,1,3,5,6,1,1,3,1,1,1,2,3,0,3,0,1,4,4,2,1,1,0,1,2,0,0,3,6,1,2,2,0,0,1,2,3,0,7,0,3
uc2.ark+=13960=t6qz27440,1866,1866,1866,reviewed,7686360,13277132,Butchers[COMMA] S. M.,London;TrÃŒ_bner;1866.,,A waif on the stream,rev,pos,,1866,WR,,,,,obscure,,22,12,9,3,1,26,13,2,2,5,2,0,2,0,1,1,0,1,4,3,1,6,2,1,2,10,0,2,2,4,0,4,5,0,0,2,0,1,6,1,0,0,0,0,11,0,1,0,0,1,0,0,6,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,3,2,0,1,0
uc2.ark+=13960=t4vh5j76c,1866,1866,1866,reviewed,6611551,3917309,Plumptre[COMMA] E. H.,London;New York;A. Strahan;1866.,,Master and scholar[COMMA] etc.[COMMA] etc,rev,,,1866,WR,1821,m,uk,,,,17,6,7,18,37,14,14,10,19,8,3,1,2,7,2,2,0,1,6,2,5,1,0,8,1,0,3,1,1,2,2,0,6,2,3,6,1,1,1,1,0,3,6,1,0,1,0,2,3,0,6,0,0,4,0,1,0,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0
uc1.b158350,1866,1866,1866,reviewed,284506,2956307,Buchanan[COMMA] Robert Williams[COMMA],London;New York;A. Strahan;1866.,,London poems,pub,,,1866,FR,1841,m,uk,,,,44,35,25,32,13,26,24,10,1,33,6,4,8,7,14,5,7,8,15,11,4,4,5,10,7,0,9,0,1,0,7,0,0,8,0,4,5,0,5,6,0,2,3,1,0,0,5,0,0,7,2,2,0,0,9,1,1,6,0,12,0,0,3,1,0,33,0,4,0,34,2,0,4
uc2.ark+=13960=t21c1v39v,1867,1867,1866,reviewed,631055,1213506,Longfellow[COMMA] Henry Wadsworth[COMMA],Boston;Ticknor and Fields;1867.,,Flower-de-luce,rev,,,1866,ATL,1807,m,us,,,y,11,11,3,3,1,3,0,2,0,1,0,1,0,0,0,0,1,1,0,0,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
uc2.ark+=13960=t1ng4vw28,1907,1907,1866,reviewed,7707841,364852397,Stigand[COMMA] William[COMMA],London;Kegan Paul;1907.,,Anthea,rev,neg,,1866,WR,1825,m,uk,,,,47,13,62,22,26,12,23,11,17,14,9,5,10,0,5,1,6,8,16,4,6,2,5,3,5,11,12,5,3,2,7,8,2,6,1,3,2,8,2,5,0,2,0,3,2,6,4,2,1,2,10,2,2,0,0,1,1,3,0,4,1,6,6,0,1,4,0,2,4,1,0,1,1
uc1.b166949,1866,1866,1866,reviewed,3145507,4254761,Rossetti[COMMA] Christina Georgina[COMMA],London;Macmillan and co.;1866.,,The prince[APOSTROPHE]s progress and other poems,rev,pos,,1866,WR,1830,f,uk,,,y,15,26,14,1,10,4,0,4,1,4,7,1,6,5,2,5,4,1,6,1,2,1,5,3,6,2,5,1,1,0,1,5,1,1,0,2,1,1,0,1,3,1,0,0,2,0,1,0,0,2,0,1,0,0,0,1,0,2,0,3,0,6,1,0,0,0,0,1,0,1,0,0,2
loc.ark+=13960=t3320jj4z,1866,1866,1866,reviewed,9592711,16925719,Clark[COMMA] Annie E.,Philadelphia;J.B. Lippincott & Co.;1866.,,Poems,rev,,,1866,ATL,,,,,obscure,,16,9,5,11,11,0,12,3,12,0,1,3,3,0,1,3,0,0,0,0,0,1,1,0,1,7,1,0,0,3,2,6,0,0,6,3,0,0,5,0,0,0,0,0,1,0,3,0,1,0,0,0,3,2,0,0,0,0,2,1,2,5,0,0,0,0,1,0,0,0,1,0,1
uc2.ark+=13960=t2k64b16p,1866,1866,1866,reviewed,7645903,3079144,Janvier[COMMA] Francis De Haes[COMMA],Philadelphia;J. B. Lippincott & Co.;1866.,,Patriotic poems,rev,,,1866,ATL,1817,m,us,,,,5,0,4,3,2,1,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
uc1.b166356,1866,1866,1866,random,6641760,,Leighton[COMMA] Robert[COMMA],Liverpool;E. Howell;1866.,,Poems,,,,,,1822,m,uk,,,,50,32,19,17,36,32,64,19,24,10,16,12,4,8,3,12,4,3,0,7,2,6,5,6,8,37,1,1,3,7,3,41,2,1,5,3,5,4,2,2,1,6,0,1,6,3,5,5,5,2,0,0,0,1,2,2,0,5,3,2,0,1,2,0,1,4,0,1,1,1,9,0,3
loc.ark+=13960=t7qn6kz4k,1866,1866,1866,random,9595246,,Crider[COMMA] Henry M.[COMMA],York[COMMA] Pa.;Kephart & Crider;1866.,,Pedagogics,,,,,,1839,m,us,,,,0,0,1,10,1,0,5,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
loc.ark+=13960=t8ff4k852,1866,1866,1866,random,9608866,,Westlake[COMMA] J. Willis,Philadelphia;J.B. Lippincott & co.;1866.,,Success,,,,,,1830,m,us,,,,4,0,3,0,0,1,1,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
loc.ark+=13960=t5r78vm8q,1866,1866,1866,random,9558176,,Almy[COMMA] Annie Whittier.,Boston;Printed for the author;1866;(Boston;John M. Hewes),,Early poems,,,,,,,,,,anthology,,1,1,0,0,0,3,17,1,2,0,2,0,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,4,1,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,1,0,0,0,1,0,0,0,6,0,0,0,0,1,1,0,0,0,0,0
mdp.39015063980414,1866,1866,1866,random,5238528,,Henry[COMMA] James[COMMA],Dresden;Printed by C.C. Meinhold & Sons;1866.,,Poematia,,,,,,1798,m,uk,,,,22,15,27,1,23,10,3,13,5,9,11,3,6,1,7,2,0,9,0,0,0,12,4,1,3,0,0,0,1,1,0,0,1,0,1,2,11,0,0,6,3,1,0,0,0,3,0,0,0,2,1,1,0,1,0,0,1,1,0,0,0,3,1,0,2,2,0,0,0,2,0,0,0
